"cluster","group","n_cells"
"7","T4398343",349
"8","T4398343",749
"9","T4398343",141
"0","T4450398",65
"1","T4450398",90
"10","T4450398",59
"11","T4450398",26
"12","T4450398",38
"13","T4450398",228
"15","T4450398",2089
"16","T4450398",1931
"17","T4450398",9
"2","T4450398",32
"20","T4450398",1
"23","T4450398",859
"28","T4450398",113
"3","T4450398",10
"4","T4450398",2
"5","T4450398",53
"6","T4450398",51
"7","T4450398",24
"8","T4450398",204
"9","T4450398",87
"0","T4463209a",29
"1","T4463209a",6
"10","T4463209a",11
"11","T4463209a",25
"12","T4463209a",6
"13","T4463209a",3
"17","T4463209a",1
"18","T4463209a",1600
"19","T4463209a",8
"2","T4463209a",1
"21","T4463209a",1207
"22","T4463209a",1176
"3","T4463209a",10
"5","T4463209a",7
"6","T4463209a",1
"7","T4463209a",2
"8","T4463209a",490
"9","T4463209a",64
"0","T4463209b",421
"1","T4463209b",365
"10","T4463209b",182
"11","T4463209b",230
"12","T4463209b",20
"13","T4463209b",26
"14","T4463209b",157
"17","T4463209b",47
"18","T4463209b",1
"2","T4463209b",163
"21","T4463209b",1
"22","T4463209b",2
"23","T4463209b",1
"24","T4463209b",2
"27","T4463209b",2
"3","T4463209b",135
"4","T4463209b",158
"5","T4463209b",304
"6","T4463209b",41
"7","T4463209b",248
"8","T4463209b",290
"9","T4463209b",36
"0","T4465219",6
"10","T4465219",28
"12","T4465219",4
"13","T4465219",1
"19","T4465219",9
"20","T4465219",912
"25","T4465219",409
"6","T4465219",1
"8","T4465219",2
"0","T4465935",574
"1","T4465935",306
"10","T4465935",72
"11","T4465935",128
"12","T4465935",722
"13","T4465935",17
"14","T4465935",2
"17","T4465935",219
"18","T4465935",35
"19","T4465935",4
"2","T4465935",4
"20","T4465935",1
"21","T4465935",3
"26","T4465935",1
"27","T4465935",145
"3","T4465935",8
"4","T4465935",29
"5","T4465935",12
"6","T4465935",45
"7","T4465935",215
"8","T4465935",130
"9","T4465935",62
"0","T4466585",134
"1","T4466585",173
"10","T4466585",36
"11","T4466585",26
"12","T4466585",107
"13","T4466585",5
"14","T4466585",47
"17","T4466585",79
"2","T4466585",7
"4","T4466585",168
"5","T4466585",7
"6","T4466585",3
"7","T4466585",369
"8","T4466585",9
"0","T4469479",695
"1","T4469479",113
"10","T4469479",111
"11","T4469479",76
"12","T4469479",26
"13","T4469479",42
"14","T4469479",8
"15","T4469479",3
"17","T4469479",16
"2","T4469479",807
"20","T4469479",1
"23","T4469479",1
"24","T4469479",3
"26","T4469479",2
"3","T4469479",86
"4","T4469479",19
"5","T4469479",495
"6","T4469479",91
"7","T4469479",56
"8","T4469479",78
"9","T4469479",4
"0","T4471438",210
"1","T4471438",440
"10","T4471438",22
"11","T4471438",686
"12","T4471438",72
"13","T4471438",37
"14","T4471438",55
"15","T4471438",5
"16","T4471438",2
"17","T4471438",767
"2","T4471438",2573
"20","T4471438",14
"23","T4471438",2
"27","T4471438",1
"3","T4471438",40
"4","T4471438",328
"5","T4471438",508
"6","T4471438",116
"7","T4471438",143
"8","T4471438",46
"9","T4471438",8
"0","T8009218",44
"1","T8009218",20
"10","T8009218",285
"11","T8009218",52
"12","T8009218",4
"13","T8009218",6
"14","T8009218",103
"17","T8009218",613
"2","T8009218",34
"20","T8009218",5
"24","T8009218",517
"3","T8009218",19
"4","T8009218",35
"5","T8009218",123
"6","T8009218",10
"7","T8009218",57
"8","T8009218",32
"9","T8009218",1
