"cluster","group","n_cells"
"10","T4380845",4
"11","T4380845",18
"12","T4380845",1
"13","T4380845",6
"15","T4380845",6
"16","T4380845",8
"17","T4380845",29
"18","T4380845",3
"19","T4380845",7
"20","T4380845",43
"3","T4380845",34
"4","T4380845",18
"5","T4380845",31
"6","T4380845",155
"7","T4380845",36
"8","T4380845",81
"9","T4380845",1
"0","T4398343",3
"1","T4398343",296
"11","T4398343",105
"12","T4398343",6
"13","T4398343",33
"15","T4398343",28
"16","T4398343",32
"17","T4398343",73
"18","T4398343",35
"19","T4398343",13
"2","T4398343",1
"20","T4398343",50
"3","T4398343",99
"4","T4398343",18
"5","T4398343",142
"6","T4398343",302
"7","T4398343",38
"8","T4398343",149
"9","T4398343",5
"1","T4450398",55
"10","T4450398",3
"11","T4450398",33
"12","T4450398",1
"13","T4450398",3
"15","T4450398",3
"16","T4450398",5
"17","T4450398",7
"18","T4450398",8
"19","T4450398",2
"2","T4450398",1
"20","T4450398",4
"3","T4450398",31
"4","T4450398",1
"5","T4450398",56
"6","T4450398",59
"7","T4450398",7
"8","T4450398",2
"9","T4450398",1
"1","T4463209a",108
"11","T4463209a",23
"13","T4463209a",7
"15","T4463209a",4
"16","T4463209a",5
"17","T4463209a",23
"18","T4463209a",3
"19","T4463209a",8
"20","T4463209a",28
"3","T4463209a",14
"4","T4463209a",7
"5","T4463209a",55
"6","T4463209a",94
"7","T4463209a",26
"8","T4463209a",32
"9","T4463209a",3
"0","T4463209b",1
"1","T4463209b",43
"10","T4463209b",1
"11","T4463209b",13
"12","T4463209b",1
"13","T4463209b",2
"16","T4463209b",16
"17","T4463209b",10
"18","T4463209b",8
"19","T4463209b",1
"20","T4463209b",10
"3","T4463209b",32
"4","T4463209b",14
"5","T4463209b",21
"6","T4463209b",89
"7","T4463209b",11
"8","T4463209b",8
"9","T4463209b",4
"1","T4465219",174
"11","T4465219",8
"12","T4465219",1
"13","T4465219",29
"15","T4465219",6
"16","T4465219",9
"17","T4465219",5
"18","T4465219",3
"19","T4465219",2
"2","T4465219",3
"20","T4465219",14
"3","T4465219",23
"4","T4465219",32
"5","T4465219",102
"6","T4465219",61
"7","T4465219",30
"8","T4465219",36
"9","T4465219",3
"1","T4465935",32
"11","T4465935",24
"13","T4465935",1
"15","T4465935",3
"16","T4465935",3
"17","T4465935",6
"18","T4465935",6
"19","T4465935",1
"2","T4465935",1
"20","T4465935",9
"3","T4465935",11
"4","T4465935",40
"5","T4465935",34
"6","T4465935",54
"7","T4465935",14
"8","T4465935",21
"0","T4466585",6
"1","T4466585",96
"10","T4466585",1
"11","T4466585",5
"13","T4466585",3
"15","T4466585",4
"16","T4466585",5
"18","T4466585",22
"19","T4466585",1
"2","T4466585",172
"20","T4466585",4
"3","T4466585",23
"4","T4466585",910
"5","T4466585",55
"6","T4466585",325
"7","T4466585",37
"8","T4466585",120
"1","T4469479",22
"10","T4469479",6
"11","T4469479",9
"13","T4469479",1
"14","T4469479",1
"15","T4469479",8
"16","T4469479",5
"17","T4469479",4
"18","T4469479",11
"19","T4469479",102
"2","T4469479",194
"20","T4469479",4
"3","T4469479",4
"4","T4469479",724
"5","T4469479",33
"6","T4469479",63
"7","T4469479",74
"8","T4469479",13
"1","T4471438",179
"10","T4471438",1
"11","T4471438",9
"12","T4471438",7
"13","T4471438",8
"15","T4471438",26
"16","T4471438",4
"17","T4471438",26
"18","T4471438",4
"19","T4471438",2
"2","T4471438",3
"20","T4471438",5
"3","T4471438",37
"4","T4471438",90
"5","T4471438",127
"6","T4471438",273
"7","T4471438",13
"8","T4471438",27
"9","T4471438",3
"1","T8009218",181
"10","T8009218",2
"11","T8009218",12
"12","T8009218",1
"13","T8009218",22
"15","T8009218",31
"16","T8009218",4
"17","T8009218",14
"18","T8009218",4
"19","T8009218",1
"20","T8009218",6
"3","T8009218",114
"4","T8009218",56
"5","T8009218",113
"6","T8009218",201
"7","T8009218",11
"8","T8009218",90
"9","T8009218",7
